Record_ID,Name,Name_Variant,Company_Name,Company_Name_Variant,Match_Label,full_ratio,partial_ratio,token_sort_ratio,token_set_ratio,trigram
225,Sarah Phillips,S@r@h Phillips,Randall Inc,Randall Inc,Slight Variation,86,86,71,73,0.5
226,Richard Love,Rich@rd L0ve,"Reed, Nash and Ward","R33d, Nash and Ward",Slight Variation,83,83,67,67,0.389
227,Anthony Marshall,Anth0ny M@rsh@ll,Taylor LLC,Taylor LLC,Slight Variation,81,81,69,69,0.308
228,Brian Allen,Bri@n Allen,Chan PLC,Chan PLC,Slight Variation,91,91,91,91,0.6
229,Ann Price,Ann Price,Thompson Ltd,Thompson Ltd,Slight Variation,100,100,100,100,1.0
230,Mary Moreno,M@ry M0ren0,"Williams, Allen and Butler","Williams, All3n and Butl3r",Slight Variation,73,73,55,55,0.158
231,Brittany Hendrix,Britt@ny Hendrix,Shaw and Sons,Shaw and Sons,Slight Variation,94,94,81,94,0.7
232,Erin Smith,Erin Smith,Decker-Perez,D3ck3r-P3r3z,Slight Variation,100,100,100,100,1.0
233,Joseph Schwartz,J0seph Schw@rtz,"Jacobson, Ortiz and Turner","Jacobson, Ortiz and Turn3r",Slight Variation,87,87,67,67,0.455
234,Lori Murphy,L0ri Murphy,"Washington, Mitchell and Jensen","Washington, Mitch3ll and J3ns3n",Slight Variation,91,91,91,91,0.6
235,Jennifer Sanchez,Jennifer S@nchez,Freeman-Miller,Fr33man-Mill3r,Slight Variation,94,94,88,88,0.7
236,Ashley Marshall,Ashley M@rsh@ll,Santos-King,Santos-King,Slight Variation,87,87,73,73,0.455
237,Nicholas Garcia,Nich0l@s G@rci@,Wiggins PLC,Wiggins PLC,Slight Variation,73,73,55,55,0.24
238,Renee Hayden,Renee H@yden,Turner and Sons,Turn3r and Sons,Slight Variation,92,92,58,92,0.625
239,Rose Larson,R0se L@rs0n,"Pierce, Brooks and Jackson","Pi3rc3, Brooks and Jackson",Slight Variation,73,73,36,36,0.15
240,Marcus Reed,M@rcus Reed,Melton-Wise,M3lton-Wis3,Slight Variation,91,91,91,91,0.643
241,Robin Davidson,R0bin D@vids0n,Brown Ltd,Brown Ltd,Slight Variation,79,79,43,43,0.25
242,Robert Thomas,R0bert Th0m@s,Smith PLC,Smith PLC,Slight Variation,77,77,69,69,0.273
243,Joseph Wright,J0seph Wright,Bennett PLC,B3nn3tt PLC,Slight Variation,92,92,92,92,0.647
244,Kevin Sexton,Kevin Sext0n,Wiley and Sons,Wil3y and Sons,Slight Variation,92,92,92,92,0.625
245,Charles Gonzales,Ch@rles G0nz@les,Allen-Davis,All3n-Davis,Slight Variation,81,81,38,38,0.25
246,Linda Schaefer,Lind@ Sch@efer,"Murphy, Long and Terrell","Murphy, Long and T3rr3ll",Slight Variation,86,86,59,59,0.526
247,Pamela Wood,P@mel@ W00d,Wong-Bray,Wong-Bray,Slight Variation,64,64,57,57,0.15
248,Sharon Fleming,Sh@r0n Fleming,Reyes-Camacho,R3y3s-Camacho,Slight Variation,86,86,71,71,0.5
249,Colin West,C0lin West,Yu-Wolfe,Yu-Wolf3,Slight Variation,90,90,90,90,0.571
250,Jason Cox,J@s0n C0x,"Lopez, Stevens and Solis","Lop3z, St3v3ns and Solis",Slight Variation,67,67,67,67,0.111
251,Chelsea Smith,Chelse@ Smith,"Rivas, Diaz and Hill","Rivas, Diaz and Hill",Slight Variation,92,92,96,96,0.8
252,Jesse Schwartz,Jesse Schw@rtz,"Carter, Bender and Bradford","Cart3r, B3nd3r and Bradford",Slight Variation,93,93,71,71,0.667
253,Whitney Meadows,Whitney Me@d0ws,Reyes-Williams,R3y3s-Williams,Slight Variation,87,87,67,67,0.524
254,Kaitlyn Hahn,K@itlyn H@hn,Mejia LLC,M3jia LLC,Slight Variation,83,83,75,75,0.389
255,Daniel Butler,D@niel Butler,"Brooks, Stein and Walls","Brooks, St3in and Walls",Slight Variation,92,92,92,92,0.647
256,Christopher Terry,Christ0pher Terry,"Moyer, Brady and Carey","Moy3r, Brady and Car3y",Slight Variation,94,94,94,94,0.714
257,Shannon Olson,Sh@nn0n Ols0n,Smith LLC,Smith LLC,Slight Variation,77,77,54,54,0.238
258,Lori Valencia,L0ri V@lenci@,Murphy Group,Murphy Group,Slight Variation,77,77,72,72,0.3
259,Michael Hammond,Mich@el H@mm0nd,"Jackson, Rose and Morris","Jackson, Ros3 and Morris",Slight Variation,80,80,40,40,0.292
260,Jennifer Snow,Jennifer Sn0w,Alvarez LLC,Alvar3z LLC,Slight Variation,92,92,92,92,0.647
261,Christine Ewing,Christine Ewing,Castillo-Rubio,Castillo-Rubio,Slight Variation,100,100,100,100,1.0
262,Karl Melton,K@rl Melt0n,Smith-Hancock,Smith-Hancock,Slight Variation,82,82,64,64,0.333
263,Paul Stuart,P@ul Stu@rt,"Smith, Smith and Jackson","Smith, Smith and Jackson",Slight Variation,82,82,45,45,0.333
264,Heather Ibarra,He@ther Ib@rr@,Decker Group,D3ck3r Group,Slight Variation,79,79,44,44,0.318
265,Jessica Kennedy,Jessic@ Kennedy,Hawkins Group,Hawkins Group,Slight Variation,93,93,97,97,0.824
266,Alexandra Rodriguez,Alex@ndr@ R0driguez,Wagner Group,Wagn3r Group,Slight Variation,84,84,86,86,0.444
267,Kristin Marshall,Kristin M@rsh@ll,Cuevas Ltd,Cu3vas Ltd,Slight Variation,88,88,75,75,0.478
268,Joshua Abbott,J0shu@ Abb0tt,"Rios, Thomas and Johnson","Rios, Thomas and Johnson",Slight Variation,77,77,80,80,0.286
269,Seth Taylor,Seth T@yl0r,Mcdaniel-Hodge,Mcdani3l-Hodg3,Slight Variation,82,82,82,82,0.333
270,Carol Moore,C@r0l M00re,Rodriguez-Wright,Rodrigu3z-Wright,Slight Variation,64,64,45,45,0.143
271,Lisa Garcia,Lis@ G@rci@,Williams-Mendez,Williams-M3nd3z,Slight Variation,73,73,50,50,0.294
272,Paul Powers,P@ul P0wers,Butler-Bonilla,Butl3r-Bonilla,Slight Variation,82,82,64,64,0.294
273,Kristin Foster,Kristin F0ster,Miller and Sons,Mill3r and Sons,Slight Variation,93,93,93,93,0.667
274,Barbara Montoya,B@rb@r@ M0nt0y@,Smith-Martin,Smith-Martin,Slight Variation,60,60,21,21,0.077
275,Chad Martinez,Ch@d M@rtinez,Cook-Peterson,Cook-P3t3rson,Slight Variation,85,85,85,85,0.4
276,Ashley Medina,Ashley Medin@,"Cannon, Watson and Banks","Cannon, Watson and Banks",Slight Variation,92,92,96,96,0.8
277,Veronica Keller,Ver0nic@ Keller,Sanchez LLC,Sanch3z LLC,Slight Variation,87,87,90,90,0.55
278,Michelle Scott,Michelle Sc0tt,"Herrera, Coleman and Chase","H3rr3ra, Col3man and Chas3",Slight Variation,93,93,93,93,0.667
279,Kathleen Green,K@thleen Green,Mitchell PLC,Mitch3ll PLC,Slight Variation,93,93,93,93,0.625
280,Caleb Alvarez,C@leb Alv@rez,Chung-Valenzuela,Chung-Val3nzu3la,Slight Variation,85,85,46,46,0.4
281,Erin Joyce,Erin J0yce,"Hicks, Giles and Perez","Hicks, Gil3s and P3r3z",Slight Variation,90,90,90,90,0.571
282,Samantha Bernard,S@m@nth@ Bern@rd,Rose-Mathis,Ros3-Mathis,Slight Variation,75,75,52,52,0.269
283,Rebecca Jarvis,Rebecc@ J@rvis,Stephens Inc,St3ph3ns Inc,Slight Variation,86,86,59,59,0.556
284,Steven Cordova,Steven C0rd0v@,Thomas-Wilson,Thomas-Wilson,Slight Variation,79,79,81,81,0.381
285,Michelle May,Michelle M@y,Barber Group,Barb3r Group,Slight Variation,92,92,83,92,0.6
286,George Wright,Ge0rge Wright,"Anderson, Steele and Hunter","And3rson, St33l3 and Hunt3r",Slight Variation,92,92,92,92,0.647
287,Hector Kim,Hect0r Kim,"Gutierrez, Stewart and Wilson","Guti3rr3z, St3wart and Wilson",Slight Variation,90,90,90,90,0.571
288,Joan Osborne,J0@n Osb0rne,Rosales Group,Rosal3s Group,Slight Variation,75,75,75,75,0.3
289,Angela Perez,Angel@ Perez,Adkins-Jones,Adkins-Jon3s,Slight Variation,92,92,96,96,0.786
290,Joe Bond,J0e B0nd,"Miller, Harris and Stewart","Mill3r, Harris and St3wart",Slight Variation,75,75,75,75,0.2
291,Kelly Mills,Kelly Mills,Allen-Alvarez,All3n-Alvar3z,Slight Variation,100,100,100,100,1.0
292,Roger Tran,R0ger Tr@n,Greene-Kim,Gr33n3-Kim,Slight Variation,80,80,70,70,0.294
293,Allison Patterson,Allis0n P@tters0n,"Martin, Anderson and Henderson","Martin, And3rson and H3nd3rson",Slight Variation,82,82,82,82,0.391
294,Michael Cohen,Mich@el C0hen,Dixon PLC,Dixon PLC,Slight Variation,85,85,69,69,0.4
295,Derrick Lopez,Derrick L0pez,Garcia and Sons,Garcia and Sons,Slight Variation,92,92,92,92,0.647
296,Suzanne White,Suz@nne White,Bailey-Larsen,Bail3y-Lars3n,Slight Variation,92,92,69,69,0.647
297,Travis Jensen,Tr@vis Jensen,"Cruz, Medina and Cuevas","Cruz, M3dina and Cu3vas",Slight Variation,92,92,92,92,0.647
298,Mary Pearson,M@ry Pe@rs0n,Proctor-Miller,Proctor-Mill3r,Slight Variation,75,75,58,58,0.19
299,Jeffrey Morris,Jeffrey M0rris,"Moore, Evans and Collins","Moor3, Evans and Collins",Slight Variation,93,93,93,93,0.667
300,Andrew Jackson,Andrew J@cks0n,Stewart Group,St3wart Group,Slight Variation,86,86,79,79,0.429
301,Krystal Banks,Kryst@l B@nks,Meyers Group,M3y3rs Group,Slight Variation,85,85,62,62,0.4
302,Jeffery Brown,Jeffery Br0wn,Logan-Hale,Logan-Hal3,Slight Variation,92,92,92,92,0.647
303,Savannah Lane,S@v@nn@h L@ne,Hall Inc,Hall Inc,Slight Variation,69,69,46,46,0.125
304,Erin Wilson,Erin Wils0n,"Gilbert, Fernandez and Wallace","Gilb3rt, F3rnand3z and Wallac3",Slight Variation,91,91,91,91,0.6
305,Amanda Lutz,Am@nd@ Lutz,Hernandez PLC,H3rnand3z PLC,Slight Variation,82,82,67,86,0.438
306,Patrick Page,P@trick P@ge,Ellis-Bennett,Ellis-B3nn3tt,Slight Variation,83,83,75,82,0.375
307,Suzanne Ware,Suz@nne W@re,Newman-Morris,N3wman-Morris,Slight Variation,83,83,50,50,0.368
308,Ann Pacheco,Ann P@chec0,Love-Johnson,Lov3-Johnson,Slight Variation,82,82,73,73,0.412
309,Sarah Allen,S@r@h Allen,Miles-Miller,Mil3s-Mill3r,Slight Variation,82,82,64,64,0.412
310,Phillip Bryant,Phillip Bry@nt,Hernandez and Sons,H3rnand3z and Sons,Slight Variation,93,93,93,93,0.667
311,Mark Frost,M@rk Fr0st,"Powers, Jones and Ward","Pow3rs, Jon3s and Ward",Slight Variation,80,80,80,80,0.294
312,Anthony Thomas,Anth0ny Th0m@s,"Meadows, Perez and Lewis","M3adows, P3r3z and L3wis",Slight Variation,79,79,71,71,0.333
313,Joyce Park,J0yce P@rk,Blackburn-Cook,Blackburn-Cook,Slight Variation,80,80,80,80,0.294
314,Teresa Johnson,Teres@ J0hns0n,"Miller, Burton and Sanders","Mill3r, Burton and Sand3rs",Slight Variation,79,79,81,81,0.318
315,Angela Smith,Angel@ Smith,"Miller, Porter and Crosby","Mill3r, Port3r and Crosby",Slight Variation,92,92,96,96,0.786
316,Randy Cole,R@ndy C0le,Russell-Martin,Russ3ll-Martin,Slight Variation,80,80,70,70,0.294
317,Juan Jones,Ju@n J0nes,"Campos, Walker and Calhoun","Campos, Walk3r and Calhoun",Slight Variation,80,80,80,80,0.25
318,Matthew Carrillo,M@tthew C@rrill0,Castillo-Rogers,Castillo-Rog3rs,Slight Variation,81,81,75,75,0.36
319,Felicia Black,Felici@ Bl@ck,Howard Group,Howard Group,Slight Variation,85,85,88,88,0.5
320,Andrew Shaffer,Andrew Sh@ffer,Cortez Group,Cort3z Group,Slight Variation,93,93,79,79,0.667
321,Nicholas Gill,Nich0l@s Gill,Pennington-Jackson,P3nnington-Jackson,Slight Variation,85,85,85,85,0.474
322,Donald Marsh,D0n@ld M@rsh,Harris Ltd,Harris Ltd,Slight Variation,75,75,75,75,0.238
323,Richard Peterson,Rich@rd Peters0n,Payne PLC,Payn3 PLC,Slight Variation,88,88,75,75,0.5
324,Michael Thomas,Mich@el Th0m@s,Moore Ltd,Moor3 Ltd,Slight Variation,79,79,57,57,0.304
325,Jessica Johnson,Jessic@ J0hns0n,"Coleman, Castro and Jones","Col3man, Castro and Jon3s",Slight Variation,80,80,41,41,0.318
326,Sheena Trujillo,Sheen@ Trujill0,"Ward, Thompson and Cruz","Ward, Thompson and Cruz",Slight Variation,87,87,90,90,0.632
327,Aaron Wyatt,A@r0n Wy@tt,Shaw Group,Shaw Group,Slight Variation,73,73,55,55,0.2
328,Michael Nelson,Mich@el Nels0n,"Bradley, Anderson and Lee","Bradl3y, And3rson and L33",Slight Variation,86,86,71,71,0.429
329,Miguel Myers,Miguel Myers,Jackson-Cox,Jackson-Cox,Slight Variation,100,100,100,100,1.0
330,Connie Boone,C0nnie B00ne,Jones Ltd,Jon3s Ltd,Slight Variation,75,75,75,75,0.3
331,Eric Carlson,Eric C@rls0n,"Little, Harper and Miller","Littl3, Harp3r and Mill3r",Slight Variation,83,83,50,83,0.368
332,Christopher Lawson,Christ0pher L@ws0n,"Gibson, Le and Morgan","Gibson, L3 and Morgan",Slight Variation,83,83,83,83,0.357
333,Robert Baker,R0bert B@ker,Martin PLC,Martin PLC,Slight Variation,83,83,83,83,0.368
334,Kathryn Hensley,K@thryn Hensley,Mays-Hoffman,Mays-Hoffman,Slight Variation,93,93,93,93,0.684
335,Cody Gonzalez,C0dy G0nz@lez,Alvarez-Padilla,Alvar3z-Padilla,Slight Variation,77,77,77,77,0.217
336,Mark Knox,M@rk Kn0x,Wilson-Hart,Wilson-Hart,Slight Variation,78,78,78,78,0.25
337,Patricia Turner,P@trici@ Turner,Evans-Khan,Evans-Khan,Slight Variation,87,87,90,90,0.579
338,Jennifer Watson,Jennifer W@ts0n,Garcia-Vargas,Garcia-Vargas,Slight Variation,87,87,80,80,0.455
339,Melinda Young,Melind@ Y0ung,"Sanchez, Sullivan and Kirby","Sanch3z, Sullivan and Kirby",Slight Variation,85,85,88,88,0.5
340,Ronald Bennett,R0n@ld Bennett,"Franco, Robinson and Carr","Franco, Robinson and Carr",Slight Variation,86,86,71,71,0.5
341,Ryan Miller,Ry@n Miller,Snyder-Wiley,Snyd3r-Wil3y,Slight Variation,91,91,82,82,0.6
342,Shane Wilson,Sh@ne Wils0n,King-Mckinney,King-Mckinn3y,Slight Variation,83,83,67,67,0.368
343,Savannah Moore,S@v@nn@h M00re,Best and Sons,B3st and Sons,Slight Variation,64,64,43,43,0.111
344,Mary Hale,M@ry H@le,Lee LLC,L33 LLC,Slight Variation,78,78,78,78,0.25
345,Cole Mcclure,C0le Mcclure,"Daniels, Henderson and Clark","Dani3ls, H3nd3rson and Clark",Slight Variation,92,92,92,92,0.625
346,Jeffrey Klein,Jeffrey Klein,Wise-Mendoza,Wis3-M3ndoza,Slight Variation,100,100,100,100,1.0
347,Jennifer Carroll,Jennifer C@rr0ll,Rich-Beck,Rich-B3ck,Slight Variation,88,88,62,88,0.478
348,Kaitlyn Rogers,K@itlyn R0gers,Miller Ltd,Mill3r Ltd,Slight Variation,86,86,79,79,0.429
349,Patricia Williams,P@trici@ Willi@ms,Robertson Inc,Rob3rtson Inc,Slight Variation,82,82,73,73,0.4
350,Joshua Parker,J0shu@ P@rker,Jones-Welch,Jon3s-W3lch,Slight Variation,77,77,80,80,0.286
351,Jason Hogan,J@s0n H0g@n,Murray-Brown,Murray-Brown,Slight Variation,64,64,55,55,0.091
352,Elizabeth Robinson,Eliz@beth R0bins0n,"Nguyen, Armstrong and Phillips","Nguy3n, Armstrong and Phillips",Slight Variation,83,83,61,61,0.357
353,Makayla Cox,M@k@yl@ C0x,Fletcher Group,Fl3tch3r Group,Slight Variation,64,64,57,57,0.095
354,Antonio Galloway,Ant0ni0 G@ll0w@y,"Smith, Berry and Rosales","Smith, B3rry and Rosal3s",Slight Variation,69,69,69,69,0.133
355,Anne Hahn,Anne H@hn,Rodriguez-Hodges,Rodrigu3z-Hodg3s,Slight Variation,89,89,89,89,0.583
356,Christopher Davila,Christ0pher D@vil@,"King, Clark and Roman","King, Clark and Roman",Slight Variation,83,83,86,86,0.423
357,Rebecca Russell,Rebecc@ Russell,"Perez, Garza and Marshall","P3r3z, Garza and Marshall",Slight Variation,93,93,97,97,0.812
358,Tony Holmes,T0ny H0lmes,Marquez-Brown,Marqu3z-Brown,Slight Variation,82,82,82,82,0.333
359,Kimberly Mendez,Kimberly Mendez,Baldwin-Smith,Baldwin-Smith,Slight Variation,100,100,100,100,1.0
360,Joseph Roberts,J0seph R0berts,"Campbell, Potter and Farrell","Campb3ll, Pott3r and Farr3ll",Slight Variation,86,86,86,86,0.429
361,Edward Taylor,Edw@rd T@yl0r,Cruz Ltd,Cruz Ltd,Slight Variation,77,77,77,77,0.217
362,Michael Thomas,Mich@el Th0m@s,Hines-Le,Hin3s-L3,Slight Variation,79,79,57,57,0.304
363,Mary Fuller,M@ry Fuller,Park-Wallace,Park-Wallac3,Slight Variation,91,91,91,91,0.6
364,Paul Werner,P@ul Werner,"Escobar, Hill and Johnson","Escobar, Hill and Johnson",Slight Variation,91,91,91,91,0.6
365,Deborah Figueroa,Deb0r@h Figuer0@,Rosales-Mayer,Rosal3s-May3r,Slight Variation,75,75,71,71,0.375
366,Alicia Davis,Alici@ D@vis,Bennett-Johnson,B3nn3tt-Johnson,Slight Variation,83,83,87,87,0.471
367,Mary Henderson,M@ry Henders0n,"Davidson, Mccarthy and Garcia","Davidson, Mccarthy and Garcia",Slight Variation,86,86,86,86,0.429
368,Joseph Taylor,J0seph T@yl0r,"Morris, White and Matthews","Morris, Whit3 and Matth3ws",Slight Variation,77,77,77,77,0.217
369,Meagan Sims,Me@g@n Sims,"Lopez, Shelton and Clark","Lop3z, Sh3lton and Clark",Slight Variation,82,82,73,73,0.412
370,Ryan Fischer,Ry@n Fischer,Wiley-Pena,Wil3y-P3na,Slight Variation,92,92,83,83,0.625
371,Lauren Coleman,L@uren C0lem@n,Mills-Fitzgerald,Mills-Fitzg3rald,Slight Variation,79,79,71,71,0.25
372,Jennifer Johnson,Jennifer J0hns0n,"Blair, Johnston and Collins","Blair, Johnston and Collins",Slight Variation,88,88,50,88,0.455
373,Larry Nguyen,L@rry Nguyen,"Hall, Smith and Livingston","Hall, Smith and Livingston",Slight Variation,92,92,67,92,0.625
374,Joseph Wheeler,J0seph Wheeler,Chapman Ltd,Chapman Ltd,Slight Variation,93,93,93,93,0.667
375,Aaron Haynes,A@r0n H@ynes,Matthews Ltd,Matth3ws Ltd,Slight Variation,75,75,67,67,0.238
376,Nathan Dalton,N@th@n D@lt0n,Morgan-Perkins,Morgan-P3rkins,Slight Variation,69,69,62,67,0.083
377,Thomas Rodriguez,Th0m@s R0driguez,Molina-Scott,Molina-Scott,Slight Variation,81,81,75,75,0.36
378,Robert Smith,R0bert Smith,Martin Group,Martin Group,Slight Variation,92,92,92,92,0.625
379,Joshua Campbell,J0shu@ C@mpbell,Barnes-Douglas,Barn3s-Douglas,Slight Variation,80,80,48,48,0.348
380,Jose Cameron,J0se C@mer0n,Ewing PLC,Ewing PLC,Slight Variation,75,75,42,42,0.182
381,Patricia Roberts,P@trici@ R0berts,Simpson and Sons,Simpson and Sons,Slight Variation,81,81,39,39,0.375
382,Jessica Solis,Jessic@ S0lis,Rosario-Nash,Rosario-Nash,Slight Variation,85,85,88,88,0.5
383,Barbara Wilson,B@rb@r@ Wils0n,"Sosa, Baird and Taylor","Sosa, Baird and Taylor",Slight Variation,71,71,67,67,0.227
384,Tammy West,T@mmy West,Ellis-Garza,Ellis-Garza,Slight Variation,90,90,80,80,0.571
385,Ashley Arroyo,Ashley Arr0y0,"Lopez, Kelley and Sanders","Lop3z, K3ll3y and Sand3rs",Slight Variation,85,85,85,85,0.529
386,Brenda Robinson,Brend@ R0bins0n,"Davis, Garcia and Howard","Davis, Garcia and Howard",Slight Variation,80,80,83,83,0.348
387,Samantha Rose,S@m@nth@ R0se,Hendrix-Pierce,H3ndrix-Pi3rc3,Slight Variation,69,69,40,40,0.174
388,Joseph Gonzalez,J0seph G0nz@lez,Mahoney-Martinez,Mahon3y-Martin3z,Slight Variation,80,80,60,60,0.28
389,Carla Guzman,C@rl@ Guzm@n,Golden-Hogan,Gold3n-Hogan,Slight Variation,75,75,61,61,0.25
390,Jesse Mercado,Jesse Merc@d0,"Webb, Moran and Ortiz","W3bb, Moran and Ortiz",Slight Variation,85,85,77,77,0.556
391,Megan Schmidt,Meg@n Schmidt,Mckinney-Sutton,Mckinn3y-Sutton,Slight Variation,92,92,92,92,0.647
392,Angela Turner,Angel@ Turner,"Wilson, Nelson and Andrews","Wilson, N3lson and Andr3ws",Slight Variation,92,92,96,96,0.8
393,Caitlin Barker,C@itlin B@rker,"Acosta, Simpson and Marquez","Acosta, Simpson and Marqu3z",Slight Variation,86,86,57,57,0.429
394,Melanie Cabrera,Mel@nie C@brer@,Simmons Ltd,Simmons Ltd,Slight Variation,80,80,76,76,0.348
395,Chase Kim,Ch@se Kim,Rodriguez LLC,Rodrigu3z LLC,Slight Variation,89,89,67,89,0.538
396,Anthony Sanders,Anth0ny S@nders,Tate and Sons,Tat3 and Sons,Slight Variation,87,87,80,80,0.455
397,James Snyder,J@mes Snyder,Johnson-Bradley,Johnson-Bradl3y,Slight Variation,92,92,92,92,0.625
398,Sarah Harmon,S@r@h H@rm0n,Hayes-Bullock,Hay3s-Bullock,Slight Variation,67,67,50,55,0.095
399,Stacy Garcia,St@cy G@rci@,Wright Group,Wright Group,Slight Variation,75,75,61,61,0.25
400,Brian Wheeler,Bri@n Wheeler,Herman and Sons,H3rman and Sons,Slight Variation,92,92,92,92,0.647
401,Tamara Mcguire,T@m@r@ Mcguire,"Gardner, Luna and Miller","Gardn3r, Luna and Mill3r",Slight Variation,79,79,67,70,0.474
402,Justin Thompson,Justin Th0mps0n,Anderson Ltd,And3rson Ltd,Slight Variation,87,87,87,87,0.455
403,Brian Weaver,Bri@n We@ver,"Martinez, Carter and Orr","Martin3z, Cart3r and Orr",Slight Variation,83,83,58,58,0.368
404,Grace Miller,Gr@ce Miller,Gonzales LLC,Gonzal3s LLC,Slight Variation,92,92,75,75,0.625
405,Michael Robinson,Mich@el R0bins0n,Williams-Hernandez,Williams-H3rnand3z,Slight Variation,81,81,69,69,0.308
406,Jennifer Collins,Jennifer C0llins,Thomas-Beasley,Thomas-B3asl3y,Slight Variation,94,94,94,94,0.7
407,Jessica Stokes,Jessic@ St0kes,Williams-Murphy,Williams-Murphy,Slight Variation,86,86,89,89,0.526
408,Glenn Kennedy,Glenn Kennedy,Robinson-Bennett,Robinson-B3nn3tt,Slight Variation,100,100,100,100,1.0
409,Keith Olson,Keith Ols0n,"Perez, Walker and Harvey","P3r3z, Walk3r and Harv3y",Slight Variation,91,91,91,91,0.6
410,Brooke Hart,Br00ke H@rt,Johnson Group,Johnson Group,Slight Variation,73,73,73,73,0.263
411,Carolyn Harris,C@r0lyn H@rris,"Lopez, Randall and Guerrero","Lop3z, Randall and Gu3rr3ro",Slight Variation,79,79,71,71,0.318
412,Melinda Ross,Melind@ R0ss,"Wiley, Howe and Hayes","Wil3y, How3 and Hay3s",Slight Variation,83,83,87,87,0.471
413,Amber Parker,Amber P@rker,Taylor Ltd,Taylor Ltd,Slight Variation,92,92,92,92,0.6
414,Krista Johnson,Krist@ J0hns0n,"Jackson, Miller and Alvarado","Jackson, Mill3r and Alvarado",Slight Variation,79,79,81,81,0.318
415,Barry Rangel,B@rry R@ngel,"Horn, Harper and Gibson","Horn, Harp3r and Gibson",Slight Variation,83,83,50,50,0.389
416,Tracy Cervantes,Tr@cy Cerv@ntes,Day LLC,Day LLC,Slight Variation,87,87,73,73,0.476
417,Andrea Rangel,Andre@ R@ngel,Parks-Paul,Parks-Paul,Slight Variation,85,85,80,80,0.5
418,Danny Ali,D@nny Ali,"Schultz, Walker and Marquez","Schultz, Walk3r and Marqu3z",Slight Variation,89,89,89,89,0.538
419,Mary Underwood,M@ry Underw00d,Cruz-Phelps,Cruz-Ph3lps,Slight Variation,79,79,79,79,0.364
420,Tammy Weber,T@mmy Weber,"Thompson, Pennington and Frost","Thompson, P3nnington and Frost",Slight Variation,91,91,82,82,0.6
421,Jimmy Lambert,Jimmy L@mbert,"Dean, Martin and Mcneil","D3an, Martin and Mcn3il",Slight Variation,92,92,92,92,0.647
422,Jennifer Miller,Jennifer Miller,"Martinez, Fields and Chang","Martin3z, Fi3lds and Chang",Slight Variation,100,100,100,100,1.0
423,Richard Owens,Rich@rd Owens,"Simmons, Stephens and Weaver","Simmons, St3ph3ns and W3av3r",Slight Variation,92,92,77,77,0.688
424,Jennifer Mcmillan,Jennifer Mcmill@n,Hunt Inc,Hunt Inc,Slight Variation,94,94,94,94,0.714
425,Crystal Gonzalez,Cryst@l G0nz@lez,Harris-Johnson,Harris-Johnson,Slight Variation,81,81,62,62,0.32
426,Yvonne Gallegos,Yv0nne G@lleg0s,Wolf-Price,Wolf-Pric3,Slight Variation,80,80,80,80,0.28
427,Wesley Spence,Wesley Spence,White Ltd,Whit3 Ltd,Slight Variation,100,100,100,100,1.0
428,Laurie Parker,L@urie P@rker,Gates-Bryant,Gat3s-Bryant,Slight Variation,85,85,38,38,0.4
429,John Scott,J0hn Sc0tt,Davis Ltd,Davis Ltd,Slight Variation,80,80,80,80,0.294
430,Joseph Waters,J0seph W@ters,Baker-Jones,Bak3r-Jon3s,Slight Variation,85,85,77,77,0.4
431,Barbara Gonzalez,B@rb@r@ G0nz@lez,Harper Ltd,Harp3r Ltd,Slight Variation,69,69,52,52,0.148
432,Zachary Jones,Z@ch@ry J0nes,Mathews and Sons,Math3ws and Sons,Slight Variation,77,77,54,54,0.217
433,James Baker,J@mes B@ker,Reynolds PLC,R3ynolds PLC,Slight Variation,82,82,73,73,0.333
434,Shane Chavez,Sh@ne Ch@vez,Meyer-Davis,M3y3r-Davis,Slight Variation,83,83,42,42,0.368
435,Jeffrey Fox,Jeffrey F0x,Mason-Conrad,Mason-Conrad,Slight Variation,91,91,91,91,0.6
436,Charles Campbell,Ch@rles C@mpbell,Garcia Inc,Garcia Inc,Slight Variation,88,88,75,75,0.455
437,Robert Kennedy,R0bert Kennedy,Carter-Mccoy,Cart3r-Mccoy,Slight Variation,93,93,93,93,0.667
438,Carrie Lam,C@rrie L@m,"Hinton, Miller and Johnson","Hinton, Mill3r and Johnson",Slight Variation,80,80,50,50,0.294
439,Melissa Salinas,Meliss@ S@lin@s,Beard-Diaz,B3ard-Diaz,Slight Variation,80,80,62,59,0.381
440,Donna Johnson,D0nn@ J0hns0n,"Evans, White and Andrews","Evans, Whit3 and Andr3ws",Slight Variation,69,69,72,72,0.125
